timestamp,B_magnitude
2024-05-09 06:00:00+00:00,2.691505155113027
2024-05-09 06:01:00+00:00,2.546958971008367
2024-05-09 06:02:00+00:00,2.555190795224498
2024-05-09 06:03:00+00:00,2.5505489605181078
2024-05-09 06:04:00+00:00,2.994494949069041
2024-05-09 06:05:00+00:00,2.881440611916199
2024-05-09 06:06:00+00:00,2.923439754809392
2024-05-09 06:07:00+00:00,2.990802567873714
2024-05-09 06:08:00+00:00,2.3623081932719954
2024-05-09 06:09:00+00:00,2.725307322119838
2024-05-09 06:10:00+00:00,2.7817440572417875
2024-05-09 06:11:00+00:00,2.8902249047435737
2024-05-09 06:12:00+00:00,2.561659618294359
2024-05-09 06:13:00+00:00,3.057008341499905
2024-05-09 06:14:00+00:00,3.0774177486977616
2024-05-09 06:15:00+00:00,3.0672626232522053
2024-05-09 06:16:00+00:00,3.032457749087363
2024-05-09 06:17:00+00:00,3.0190561438966315
2024-05-09 06:18:00+00:00,3.014946102337486
2024-05-09 06:19:00+00:00,3.038256078739908
2024-05-09 06:20:00+00:00,3.1411781229341327
2024-05-09 06:21:00+00:00,3.028134739406422
2024-05-09 06:22:00+00:00,3.0374331268358814
2024-05-09 06:25:00+00:00,2.8989135896055958
2024-05-09 06:26:00+00:00,2.944995755514768
2024-05-09 06:27:00+00:00,3.0018327734902224
2024-05-09 06:28:00+00:00,3.0674745312716127
2024-05-09 06:29:00+00:00,3.050770394506935
2024-05-09 06:30:00+00:00,3.094527427572747
2024-05-09 06:31:00+00:00,3.0222673607740265
2024-05-09 06:32:00+00:00,2.906561542441515
2024-05-09 06:33:00+00:00,3.013751814599205
2024-05-09 06:34:00+00:00,3.013751814599205
2024-05-09 06:35:00+00:00,3.0362806194421488
2024-05-09 06:37:00+00:00,2.670037452920839
2024-05-09 06:38:00+00:00,2.8610837107641576
2024-05-09 06:41:00+00:00,3.0097342075339473
2024-05-09 06:42:00+00:00,2.8479817415145066
2024-05-09 06:43:00+00:00,2.715989690702084
2024-05-09 06:44:00+00:00,2.7219662011127173
2024-05-09 06:45:00+00:00,2.8112097040242303
2024-05-09 06:46:00+00:00,2.8433079326727873
2024-05-09 06:47:00+00:00,2.8012497211066347
2024-05-09 06:48:00+00:00,2.865536598963622
2024-05-09 06:49:00+00:00,2.719062338380641
2024-05-09 06:50:00+00:00,2.9092438880231404
2024-05-09 06:51:00+00:00,2.9832029766678634
2024-05-09 06:52:00+00:00,2.9714138049083636
2024-05-09 06:53:00+00:00,2.988511335096456
2024-05-09 06:54:00+00:00,2.9375840413509873
2024-05-09 06:55:00+00:00,2.9724905382523925
2024-05-09 06:56:00+00:00,2.976592011008562
2024-05-09 06:57:00+00:00,2.7583509566405793
2024-05-09 06:58:00+00:00,2.710737906917598
2024-05-09 06:59:00+00:00,3.1141130358418265
2024-05-09 07:00:00+00:00,2.982448658401348
2024-05-09 07:01:00+00:00,2.667395733669828
2024-05-09 07:02:00+00:00,3.3849815361387128
2024-05-09 07:03:00+00:00,3.3857495477368076
2024-05-09 07:04:00+00:00,3.336839822346886
2024-05-09 07:05:00+00:00,3.372862285952393
2024-05-09 07:06:00+00:00,3.288662342047295
2024-05-09 07:07:00+00:00,3.246305592515899
2024-05-09 07:08:00+00:00,3.2224835143100425
2024-05-09 07:09:00+00:00,3.2467368233350853
2024-05-09 07:10:00+00:00,3.2549807987144868
2024-05-09 07:11:00+00:00,3.222561093292104
2024-05-09 07:12:00+00:00,3.267200636630692
2024-05-09 07:13:00+00:00,3.2658536403213168
2024-05-09 07:14:00+00:00,3.2629128091323554
2024-05-09 07:15:00+00:00,3.259539844824726
2024-05-09 07:16:00+00:00,3.2637708252878297
2024-05-09 07:17:00+00:00,3.2482764660662737
2024-05-09 07:20:00+00:00,3.1983433211586276
2024-05-09 07:21:00+00:00,3.2153537907981447
2024-05-09 07:22:00+00:00,3.19213094969489
2024-05-09 07:23:00+00:00,3.195262117573455
2024-05-09 07:24:00+00:00,3.2039194746435187
2024-05-09 07:25:00+00:00,3.281859229156546
2024-05-09 07:26:00+00:00,3.2579901780085216
2024-05-09 07:27:00+00:00,3.240956648892422
2024-05-09 07:28:00+00:00,3.2156025873854497
2024-05-09 07:29:00+00:00,3.1912536721482985
2024-05-09 07:32:00+00:00,3.2285445637314654
2024-05-09 07:33:00+00:00,3.2677362194644783
2024-05-09 07:34:00+00:00,3.1584489864488865
2024-05-09 07:36:00+00:00,3.207787399439059
2024-05-09 07:37:00+00:00,3.2217076217434752
2024-05-09 07:38:00+00:00,3.2353825121614292
2024-05-09 07:39:00+00:00,3.233280068289785
2024-05-09 07:40:00+00:00,3.2460591491838224
2024-05-09 07:41:00+00:00,3.2417742055855774
2024-05-09 07:42:00+00:00,3.330075074228808
2024-05-09 07:43:00+00:00,3.297119955354976
2024-05-09 07:44:00+00:00,3.365352878971238
2024-05-09 07:45:00+00:00,3.3591963324581076
2024-05-09 07:46:00+00:00,3.3591963324581076
2024-05-09 07:47:00+00:00,3.3770993470728694
2024-05-09 07:48:00+00:00,3.3485967210161336
2024-05-09 07:49:00+00:00,3.33600059952033
2024-05-09 07:50:00+00:00,3.361190265367315
2024-05-09 07:51:00+00:00,3.344129184107576
2024-05-09 07:53:00+00:00,3.3181169358538285
2024-05-09 07:54:00+00:00,3.292385153653807
2024-05-09 07:55:00+00:00,3.3395957839235573
2024-05-09 07:56:00+00:00,3.2224679982895097
2024-05-09 07:57:00+00:00,3.2668945498745443
2024-05-09 07:58:00+00:00,3.2364950177622704
2024-05-09 07:59:00+00:00,3.3750851841101728
2024-05-09 08:00:00+00:00,3.3278972339902566
2024-05-09 08:01:00+00:00,3.363123548132004
2024-05-09 08:02:00+00:00,3.3282427796060787
2024-05-09 08:03:00+00:00,3.312476415010377
2024-05-09 08:04:00+00:00,3.5361136859552467
2024-05-09 08:05:00+00:00,3.5656556199386387
2024-05-09 08:06:00+00:00,3.5894428537030647
2024-05-09 08:07:00+00:00,3.5639304145844375
2024-05-09 08:08:00+00:00,3.5684310277767737
2024-05-09 08:09:00+00:00,3.5550808710914015
2024-05-09 08:10:00+00:00,3.5727440434489566
2024-05-09 08:11:00+00:00,3.5620359346867914
2024-05-09 08:12:00+00:00,3.5477457631572196
2024-05-09 08:13:00+00:00,3.5368488800060427
2024-05-09 08:14:00+00:00,3.49624083838628
2024-05-09 08:15:00+00:00,3.4972274732993847
2024-05-09 08:16:00+00:00,3.4460702256338305
2024-05-09 08:18:00+00:00,3.472477501726973
2024-05-09 08:21:00+00:00,3.4385752863649794
2024-05-09 08:22:00+00:00,3.4004411478512613
2024-05-09 08:23:00+00:00,3.3527600570276426
2024-05-09 08:24:00+00:00,3.293402495899947
2024-05-09 08:25:00+00:00,3.289103221244356
2024-05-09 08:26:00+00:00,3.1972644557496337
2024-05-09 08:27:00+00:00,3.12541197284454
2024-05-09 08:28:00+00:00,3.2323366161339075
2024-05-09 08:29:00+00:00,3.2483996059598335
2024-05-09 08:30:00+00:00,3.237066573303675
2024-05-09 08:31:00+00:00,3.2017026720168755
2024-05-09 08:32:00+00:00,3.2388269481403293
2024-05-09 08:34:00+00:00,3.208956216591308
2024-05-09 08:35:00+00:00,3.0833261261177025
2024-05-09 08:36:00+00:00,3.0463913077607083
2024-05-09 08:37:00+00:00,3.1286099149622344
2024-05-09 08:38:00+00:00,3.1508411575323816
2024-05-09 08:39:00+00:00,3.2457202590488294
2024-05-09 08:40:00+00:00,3.239660476037574
2024-05-09 08:41:00+00:00,3.2463055925158986
2024-05-09 08:42:00+00:00,3.2446571467568033
2024-05-09 08:43:00+00:00,3.2850418566587547
2024-05-09 08:44:00+00:00,3.2736676679223256
2024-05-09 08:45:00+00:00,3.280518251740112
2024-05-09 08:46:00+00:00,3.2560866081847393
2024-05-09 08:47:00+00:00,3.2757594539282033
2024-05-09 08:48:00+00:00,3.2736523944976197
2024-05-09 08:49:00+00:00,3.2582357189129207
2024-05-09 08:50:00+00:00,3.24613616473493
2024-05-09 08:51:00+00:00,3.2501999938465325
2024-05-09 08:52:00+00:00,3.2615793720220885
2024-05-09 08:53:00+00:00,3.269449494945594
2024-05-09 08:54:00+00:00,3.271085446759225
2024-05-09 08:55:00+00:00,3.2825142802431184
2024-05-09 08:56:00+00:00,3.311027030998086
2024-05-09 08:57:00+00:00,3.303528416708414
2024-05-09 08:58:00+00:00,3.1044484212175276
2024-05-09 08:59:00+00:00,3.051442281938166
2024-05-09 09:01:00+00:00,3.417894088470267
2024-05-09 09:02:00+00:00,3.4084747321932722
2024-05-09 09:04:00+00:00,3.4042767220071872
2024-05-09 09:05:00+00:00,3.4965840473239025
2024-05-09 09:06:00+00:00,3.361353893894542
2024-05-09 09:07:00+00:00,3.4084600628436297
2024-05-09 09:09:00+00:00,3.4621813932837195
2024-05-09 09:10:00+00:00,3.495039341695598
2024-05-09 09:11:00+00:00,3.4788216395785514
2024-05-09 09:12:00+00:00,3.4639861431593517
2024-05-09 09:13:00+00:00,3.4821832232092556
2024-05-09 09:14:00+00:00,3.415333073069155
2024-05-09 09:15:00+00:00,3.3286784164289585
2024-05-09 09:16:00+00:00,3.3141062143510127
2024-05-09 09:17:00+00:00,3.3672095271901332
2024-05-09 09:18:00+00:00,3.4227912586075124
2024-05-09 09:19:00+00:00,3.450956389176774
2024-05-09 09:20:00+00:00,3.175877831403469
2024-05-09 09:21:00+00:00,3.4646356229768234
2024-05-09 09:22:00+00:00,3.4493332689086453
2024-05-09 09:23:00+00:00,3.146124600202605
2024-05-09 09:24:00+00:00,3.217405787276451
2024-05-09 09:25:00+00:00,3.4052312696790503
2024-05-09 09:26:00+00:00,3.105430726968483
2024-05-09 09:27:00+00:00,3.0621724314610375
2024-05-09 09:28:00+00:00,3.203841444266554
2024-05-09 09:30:00+00:00,3.2133160442135167
2024-05-09 09:32:00+00:00,3.238533618784897
2024-05-09 09:33:00+00:00,3.2398919735077585
2024-05-09 09:34:00+00:00,3.2259107241211744
2024-05-09 09:35:00+00:00,3.2304488852170374
2024-05-09 09:36:00+00:00,3.2149805598168086
2024-05-09 09:37:00+00:00,3.2442872869090986
2024-05-09 09:38:00+00:00,3.25130742932747
2024-05-09 09:39:00+00:00,3.2528910218450293
2024-05-09 09:40:00+00:00,3.262284475639732
2024-05-09 09:41:00+00:00,3.262284475639732
2024-05-09 09:42:00+00:00,3.3078996357205277
2024-05-09 09:43:00+00:00,3.3301201179537054
2024-05-09 09:45:00+00:00,3.3035132813415475
2024-05-09 09:46:00+00:00,3.311510229487446
2024-05-09 09:47:00+00:00,3.311510229487446
2024-05-09 09:48:00+00:00,3.289088019497198
2024-05-09 09:49:00+00:00,3.289088019497198
2024-05-09 09:50:00+00:00,3.273087227679703
2024-05-09 09:51:00+00:00,3.2691283241867395
2024-05-09 09:56:00+00:00,3.2683329083800503
2024-05-09 09:57:00+00:00,3.3228000240760807
2024-05-09 09:58:00+00:00,3.2854375659872157
2024-05-09 09:59:00+00:00,3.2228248478625083
2024-05-09 10:00:00+00:00,3.0464077205784523
2024-05-09 10:01:00+00:00,3.029488405655318
2024-05-09 10:03:00+00:00,2.9197431393874362
2024-05-09 10:04:00+00:00,2.925952836256935
2024-05-09 10:05:00+00:00,2.977750829065454
2024-05-09 10:07:00+00:00,3.002082610455615
2024-05-09 10:09:00+00:00,2.9884611424611163
2024-05-09 10:10:00+00:00,2.985498283369126
2024-05-09 10:11:00+00:00,2.9838900784043636
2024-05-09 10:12:00+00:00,2.8098042636454235
2024-05-09 10:13:00+00:00,2.8646989370612754
2024-05-09 10:14:00+00:00,2.8864857526064456
2024-05-09 10:15:00+00:00,2.9354386384320827
2024-05-09 10:16:00+00:00,2.8973263537268283
2024-05-09 10:17:00+00:00,2.9158360722098213
2024-05-09 10:18:00+00:00,2.963072729448267
2024-05-09 10:19:00+00:00,3.108327524570086
2024-05-09 10:20:00+00:00,3.115605880081754
2024-05-09 10:21:00+00:00,2.9391325250828686
2024-05-09 10:22:00+00:00,2.890640067528297
2024-05-09 10:23:00+00:00,2.7998035645380552
2024-05-09 10:24:00+00:00,2.695292191952479
2024-05-09 10:25:00+00:00,2.7961044329566804
2024-05-09 10:26:00+00:00,2.7750495491071865
2024-05-09 10:27:00+00:00,2.8011961730660704
2024-05-09 10:28:00+00:00,2.750727176584403
2024-05-09 10:29:00+00:00,2.740948740855983
2024-05-09 10:30:00+00:00,2.75138147118861
2024-05-09 10:31:00+00:00,2.782894176931635
2024-05-09 10:32:00+00:00,2.723692346796899
2024-05-09 10:33:00+00:00,2.827949787390151
2024-05-09 10:34:00+00:00,2.7759502877393176
2024-05-09 10:35:00+00:00,2.8308302669005077
2024-05-09 10:36:00+00:00,2.9264996155817276
2024-05-09 10:37:00+00:00,2.982850985215319
2024-05-09 10:38:00+00:00,2.9473377817956328
2024-05-09 10:39:00+00:00,2.9214037721615953
2024-05-09 10:40:00+00:00,2.9874905857592253
2024-05-09 10:41:00+00:00,2.9974989574643724
2024-05-09 10:42:00+00:00,3.014116786058563
2024-05-09 10:43:00+00:00,2.9794294755875663
2024-05-09 10:44:00+00:00,2.9727092020579478
2024-05-09 10:45:00+00:00,2.95138950326791
