timestamp,one_minus_M_AE
2024-05-09 10:37:00+00:00,106
2024-05-09 10:38:00+00:00,106
2024-05-09 10:39:00+00:00,111
2024-05-09 10:40:00+00:00,110
2024-05-09 10:41:00+00:00,102
2024-05-09 10:42:00+00:00,97
2024-05-09 10:43:00+00:00,101
2024-05-09 10:44:00+00:00,115
2024-05-09 10:45:00+00:00,135
2024-05-09 10:46:00+00:00,133
2024-05-09 10:47:00+00:00,126
2024-05-09 10:48:00+00:00,150
2024-05-09 10:49:00+00:00,144
2024-05-09 10:50:00+00:00,112
2024-05-09 10:51:00+00:00,140
2024-05-09 10:52:00+00:00,111
2024-05-09 10:53:00+00:00,113
2024-05-09 10:54:00+00:00,117
2024-05-09 10:55:00+00:00,120
2024-05-09 10:56:00+00:00,115
2024-05-09 10:57:00+00:00,112
2024-05-09 10:58:00+00:00,110
2024-05-09 10:59:00+00:00,115
2024-05-09 11:00:00+00:00,120
2024-05-09 11:01:00+00:00,117
2024-05-09 11:02:00+00:00,113
2024-05-09 11:03:00+00:00,110
2024-05-09 11:04:00+00:00,111
2024-05-09 11:05:00+00:00,113
2024-05-09 11:06:00+00:00,113
2024-05-09 11:07:00+00:00,114
2024-05-09 11:08:00+00:00,111
2024-05-09 11:09:00+00:00,111
2024-05-09 11:10:00+00:00,111
2024-05-09 11:11:00+00:00,108
2024-05-09 11:12:00+00:00,108
2024-05-09 11:13:00+00:00,111
2024-05-09 11:14:00+00:00,112
2024-05-09 11:15:00+00:00,113
2024-05-09 11:16:00+00:00,111
2024-05-09 11:17:00+00:00,122
2024-05-09 11:18:00+00:00,181
2024-05-09 11:19:00+00:00,188
2024-05-09 11:20:00+00:00,110
2024-05-09 11:21:00+00:00,110
2024-05-09 11:22:00+00:00,121
2024-05-09 11:23:00+00:00,153
2024-05-09 11:24:00+00:00,136
2024-05-09 11:25:00+00:00,140
2024-05-09 11:26:00+00:00,119
2024-05-09 11:27:00+00:00,110
2024-05-09 11:28:00+00:00,115
2024-05-09 11:29:00+00:00,117
2024-05-09 11:30:00+00:00,124
2024-05-09 11:31:00+00:00,131
2024-05-09 11:32:00+00:00,130
2024-05-09 11:33:00+00:00,127
2024-05-09 11:34:00+00:00,123
2024-05-09 11:35:00+00:00,123
2024-05-09 11:36:00+00:00,121
2024-05-09 11:37:00+00:00,121
2024-05-09 11:38:00+00:00,123
2024-05-09 11:39:00+00:00,126
2024-05-09 11:40:00+00:00,126
2024-05-09 11:41:00+00:00,125
2024-05-09 11:42:00+00:00,119
2024-05-09 11:43:00+00:00,122
2024-05-09 11:44:00+00:00,123
2024-05-09 11:45:00+00:00,126
2024-05-09 11:46:00+00:00,128
2024-05-09 11:47:00+00:00,124
2024-05-09 11:48:00+00:00,123
2024-05-09 11:49:00+00:00,124
2024-05-09 11:50:00+00:00,127
2024-05-09 11:51:00+00:00,131
2024-05-09 11:52:00+00:00,126
2024-05-09 11:53:00+00:00,122
2024-05-09 11:54:00+00:00,121
2024-05-09 11:55:00+00:00,117
2024-05-09 11:56:00+00:00,119
2024-05-09 11:57:00+00:00,121
2024-05-09 11:58:00+00:00,119
2024-05-09 11:59:00+00:00,119
2024-05-09 12:00:00+00:00,123
2024-05-09 12:01:00+00:00,131
2024-05-09 12:02:00+00:00,135
2024-05-09 12:03:00+00:00,135
2024-05-09 12:04:00+00:00,137
2024-05-09 12:05:00+00:00,136
2024-05-09 12:06:00+00:00,136
2024-05-09 12:07:00+00:00,138
2024-05-09 12:08:00+00:00,141
2024-05-09 12:09:00+00:00,140
2024-05-09 12:10:00+00:00,137
2024-05-09 12:11:00+00:00,134
2024-05-09 12:12:00+00:00,130
2024-05-09 12:13:00+00:00,129
2024-05-09 12:14:00+00:00,130
2024-05-09 12:15:00+00:00,131
2024-05-09 12:16:00+00:00,131
2024-05-09 12:17:00+00:00,133
2024-05-09 12:18:00+00:00,133
2024-05-09 12:19:00+00:00,130
2024-05-09 12:20:00+00:00,130
2024-05-09 12:21:00+00:00,134
2024-05-09 12:22:00+00:00,131
2024-05-09 12:23:00+00:00,130
2024-05-09 12:24:00+00:00,137
2024-05-09 12:25:00+00:00,142
2024-05-09 12:26:00+00:00,144
2024-05-09 12:27:00+00:00,145
2024-05-09 12:28:00+00:00,151
2024-05-09 12:29:00+00:00,161
2024-05-09 12:30:00+00:00,172
2024-05-09 12:31:00+00:00,181
2024-05-09 12:32:00+00:00,161
2024-05-09 12:33:00+00:00,163
2024-05-09 12:34:00+00:00,184
2024-05-09 12:35:00+00:00,203
2024-05-09 12:36:00+00:00,234
2024-05-09 12:37:00+00:00,255
2024-05-09 12:38:00+00:00,268
2024-05-09 12:39:00+00:00,258
2024-05-09 12:40:00+00:00,241
2024-05-09 12:41:00+00:00,237
2024-05-09 12:42:00+00:00,237
2024-05-09 12:43:00+00:00,226
2024-05-09 12:44:00+00:00,215
2024-05-09 12:45:00+00:00,217
2024-05-09 12:46:00+00:00,212
2024-05-09 12:47:00+00:00,204
2024-05-09 12:48:00+00:00,208
2024-05-09 12:49:00+00:00,202
2024-05-09 12:50:00+00:00,196
2024-05-09 12:51:00+00:00,193
2024-05-09 12:52:00+00:00,187
2024-05-09 12:53:00+00:00,186
2024-05-09 12:54:00+00:00,190
2024-05-09 12:55:00+00:00,191
2024-05-09 12:56:00+00:00,187
2024-05-09 12:57:00+00:00,181
2024-05-09 12:58:00+00:00,174
2024-05-09 12:59:00+00:00,170
2024-05-09 13:00:00+00:00,174
2024-05-09 13:01:00+00:00,182
2024-05-09 13:02:00+00:00,188
2024-05-09 13:03:00+00:00,181
2024-05-09 13:04:00+00:00,172
2024-05-09 13:05:00+00:00,168
2024-05-09 13:06:00+00:00,170
2024-05-09 13:07:00+00:00,170
2024-05-09 13:08:00+00:00,168
2024-05-09 13:09:00+00:00,168
2024-05-09 13:10:00+00:00,172
2024-05-09 13:11:00+00:00,177
2024-05-09 13:12:00+00:00,167
2024-05-09 13:13:00+00:00,161
2024-05-09 13:14:00+00:00,157
2024-05-09 13:15:00+00:00,155
2024-05-09 13:16:00+00:00,163
2024-05-09 13:17:00+00:00,146
2024-05-09 13:18:00+00:00,146
2024-05-09 13:19:00+00:00,150
2024-05-09 13:20:00+00:00,168
2024-05-09 13:21:00+00:00,187
2024-05-09 13:22:00+00:00,175
2024-05-09 13:23:00+00:00,160
2024-05-09 13:24:00+00:00,164
2024-05-09 13:25:00+00:00,169
2024-05-09 13:26:00+00:00,166
2024-05-09 13:27:00+00:00,161
2024-05-09 13:28:00+00:00,157
2024-05-09 13:29:00+00:00,150
2024-05-09 13:30:00+00:00,148
2024-05-09 13:31:00+00:00,151
2024-05-09 13:32:00+00:00,145
2024-05-09 13:33:00+00:00,148
2024-05-09 13:34:00+00:00,167
2024-05-09 13:35:00+00:00,156
2024-05-09 13:36:00+00:00,144
2024-05-09 13:37:00+00:00,146
2024-05-09 13:38:00+00:00,148
2024-05-09 13:39:00+00:00,146
2024-05-09 13:40:00+00:00,141
2024-05-09 13:41:00+00:00,144
2024-05-09 13:42:00+00:00,148
2024-05-09 13:43:00+00:00,154
2024-05-09 13:44:00+00:00,166
2024-05-09 13:45:00+00:00,165
2024-05-09 13:46:00+00:00,166
2024-05-09 13:47:00+00:00,165
2024-05-09 13:48:00+00:00,155
2024-05-09 13:49:00+00:00,165
2024-05-09 13:50:00+00:00,181
2024-05-09 13:51:00+00:00,181
2024-05-09 13:52:00+00:00,180
2024-05-09 13:53:00+00:00,176
2024-05-09 13:54:00+00:00,170
2024-05-09 13:55:00+00:00,166
2024-05-09 13:56:00+00:00,165
2024-05-09 13:57:00+00:00,166
2024-05-09 13:58:00+00:00,172
2024-05-09 13:59:00+00:00,182
2024-05-09 14:00:00+00:00,188
2024-05-09 14:01:00+00:00,188
2024-05-09 14:02:00+00:00,197
2024-05-09 14:03:00+00:00,193
2024-05-09 14:04:00+00:00,182
2024-05-09 14:05:00+00:00,183
2024-05-09 14:06:00+00:00,197
2024-05-09 14:07:00+00:00,212
2024-05-09 14:08:00+00:00,207
2024-05-09 14:09:00+00:00,201
2024-05-09 14:10:00+00:00,207
2024-05-09 14:11:00+00:00,208
2024-05-09 14:12:00+00:00,203
2024-05-09 14:13:00+00:00,204
2024-05-09 14:14:00+00:00,196
2024-05-09 14:15:00+00:00,178
2024-05-09 14:16:00+00:00,160
2024-05-09 14:17:00+00:00,156
2024-05-09 14:18:00+00:00,162
2024-05-09 14:19:00+00:00,171
2024-05-09 14:20:00+00:00,178
2024-05-09 14:21:00+00:00,183
2024-05-09 14:22:00+00:00,180
2024-05-09 14:23:00+00:00,182
2024-05-09 14:24:00+00:00,180
2024-05-09 14:25:00+00:00,182
2024-05-09 14:26:00+00:00,190
2024-05-09 14:27:00+00:00,206
2024-05-09 14:28:00+00:00,224
2024-05-09 14:29:00+00:00,229
2024-05-09 14:30:00+00:00,227
2024-05-09 14:31:00+00:00,223
2024-05-09 14:32:00+00:00,215
2024-05-09 14:33:00+00:00,216
2024-05-09 14:34:00+00:00,226
2024-05-09 14:35:00+00:00,233
2024-05-09 14:36:00+00:00,233
2024-05-09 14:37:00+00:00,226
2024-05-09 14:38:00+00:00,209
2024-05-09 14:39:00+00:00,204
2024-05-09 14:40:00+00:00,204
2024-05-09 14:41:00+00:00,200
2024-05-09 14:42:00+00:00,198
2024-05-09 14:43:00+00:00,182
2024-05-09 14:44:00+00:00,164
2024-05-09 14:45:00+00:00,152
2024-05-09 14:46:00+00:00,152
2024-05-09 14:47:00+00:00,164
2024-05-09 14:48:00+00:00,171
2024-05-09 14:49:00+00:00,173
2024-05-09 14:50:00+00:00,173
2024-05-09 14:51:00+00:00,181
2024-05-09 14:52:00+00:00,191
2024-05-09 14:53:00+00:00,194
2024-05-09 14:54:00+00:00,197
2024-05-09 14:55:00+00:00,204
2024-05-09 14:56:00+00:00,199
2024-05-09 14:57:00+00:00,199
2024-05-09 14:58:00+00:00,200
2024-05-09 14:59:00+00:00,203
2024-05-09 15:00:00+00:00,197
2024-05-09 15:01:00+00:00,185
2024-05-09 15:02:00+00:00,171
2024-05-09 15:03:00+00:00,151
2024-05-09 15:04:00+00:00,133
2024-05-09 15:05:00+00:00,126
2024-05-09 15:06:00+00:00,137
2024-05-09 15:07:00+00:00,144
2024-05-09 15:08:00+00:00,143
2024-05-09 15:09:00+00:00,141
2024-05-09 15:10:00+00:00,133
2024-05-09 15:11:00+00:00,126
2024-05-09 15:12:00+00:00,125
2024-05-09 15:13:00+00:00,132
2024-05-09 15:14:00+00:00,145
2024-05-09 15:15:00+00:00,155
2024-05-09 15:16:00+00:00,164
2024-05-09 15:17:00+00:00,162
2024-05-09 15:18:00+00:00,158
2024-05-09 15:19:00+00:00,158
2024-05-09 15:20:00+00:00,154
2024-05-09 15:21:00+00:00,147
2024-05-09 15:22:00+00:00,144
2024-05-09 15:23:00+00:00,149
2024-05-09 15:24:00+00:00,160
2024-05-09 15:25:00+00:00,171
2024-05-09 15:26:00+00:00,185
2024-05-09 15:27:00+00:00,198
2024-05-09 15:28:00+00:00,205
2024-05-09 15:29:00+00:00,205
2024-05-09 15:30:00+00:00,204
2024-05-09 15:31:00+00:00,203
2024-05-09 15:32:00+00:00,196
2024-05-09 15:33:00+00:00,186
2024-05-09 15:34:00+00:00,176
2024-05-09 15:35:00+00:00,175
2024-05-09 15:36:00+00:00,180
2024-05-09 15:37:00+00:00,184
2024-05-09 15:38:00+00:00,183
2024-05-09 15:39:00+00:00,183
2024-05-09 15:40:00+00:00,178
2024-05-09 15:41:00+00:00,172
2024-05-09 15:42:00+00:00,163
2024-05-09 15:43:00+00:00,150
2024-05-09 15:44:00+00:00,150
2024-05-09 15:45:00+00:00,165
2024-05-09 15:46:00+00:00,170
2024-05-09 15:47:00+00:00,156
2024-05-09 15:48:00+00:00,132
2024-05-09 15:49:00+00:00,119
2024-05-09 15:50:00+00:00,117
2024-05-09 15:51:00+00:00,114
2024-05-09 15:52:00+00:00,108
2024-05-09 15:53:00+00:00,100
2024-05-09 15:54:00+00:00,90
2024-05-09 15:55:00+00:00,85
2024-05-09 15:56:00+00:00,87
2024-05-09 15:57:00+00:00,92
2024-05-09 15:58:00+00:00,95
2024-05-09 15:59:00+00:00,95
2024-05-09 16:00:00+00:00,91
2024-05-09 16:01:00+00:00,89
2024-05-09 16:02:00+00:00,86
2024-05-09 16:03:00+00:00,83
2024-05-09 16:04:00+00:00,81
2024-05-09 16:05:00+00:00,82
2024-05-09 16:06:00+00:00,84
2024-05-09 16:07:00+00:00,84
2024-05-09 16:08:00+00:00,86
2024-05-09 16:09:00+00:00,86
2024-05-09 16:10:00+00:00,86
2024-05-09 16:11:00+00:00,85
2024-05-09 16:12:00+00:00,85
2024-05-09 16:13:00+00:00,85
2024-05-09 16:14:00+00:00,88
2024-05-09 16:15:00+00:00,94
2024-05-09 16:16:00+00:00,96
2024-05-09 16:17:00+00:00,95
2024-05-09 16:18:00+00:00,92
2024-05-09 16:19:00+00:00,93
2024-05-09 16:20:00+00:00,93
2024-05-09 16:21:00+00:00,93
2024-05-09 16:22:00+00:00,92
2024-05-09 16:23:00+00:00,93
2024-05-09 16:24:00+00:00,92
2024-05-09 16:25:00+00:00,92
2024-05-09 16:26:00+00:00,89
2024-05-09 16:27:00+00:00,87
2024-05-09 16:28:00+00:00,86
2024-05-09 16:29:00+00:00,84
2024-05-09 16:30:00+00:00,84
2024-05-09 16:31:00+00:00,83
2024-05-09 16:32:00+00:00,82
2024-05-09 16:33:00+00:00,82
2024-05-09 16:34:00+00:00,83
2024-05-09 16:35:00+00:00,83
2024-05-09 16:36:00+00:00,83
2024-05-09 16:37:00+00:00,81
2024-05-09 16:38:00+00:00,82
2024-05-09 16:39:00+00:00,82
2024-05-09 16:40:00+00:00,82
2024-05-09 16:41:00+00:00,83
2024-05-09 16:42:00+00:00,82
2024-05-09 16:43:00+00:00,83
2024-05-09 16:44:00+00:00,84
2024-05-09 16:45:00+00:00,83
2024-05-09 16:46:00+00:00,82
2024-05-09 16:47:00+00:00,82
2024-05-09 16:48:00+00:00,82
2024-05-09 16:49:00+00:00,81
2024-05-09 16:50:00+00:00,80
2024-05-09 16:51:00+00:00,79
2024-05-09 16:52:00+00:00,79
2024-05-09 16:53:00+00:00,77
2024-05-09 16:54:00+00:00,77
2024-05-09 16:55:00+00:00,77
2024-05-09 16:56:00+00:00,77
2024-05-09 16:57:00+00:00,77
2024-05-09 16:58:00+00:00,76
2024-05-09 16:59:00+00:00,77
2024-05-09 17:00:00+00:00,78
2024-05-09 17:01:00+00:00,78
2024-05-09 17:02:00+00:00,77
2024-05-09 17:03:00+00:00,76
2024-05-09 17:04:00+00:00,78
2024-05-09 17:05:00+00:00,78
2024-05-09 17:06:00+00:00,79
2024-05-09 17:07:00+00:00,78
2024-05-09 17:08:00+00:00,79
2024-05-09 17:09:00+00:00,79
2024-05-09 17:10:00+00:00,78
2024-05-09 17:11:00+00:00,80
2024-05-09 17:12:00+00:00,81
2024-05-09 17:13:00+00:00,84
2024-05-09 17:14:00+00:00,85
2024-05-09 17:15:00+00:00,83
2024-05-09 17:16:00+00:00,84
2024-05-09 17:17:00+00:00,84
2024-05-09 17:18:00+00:00,84
2024-05-09 17:19:00+00:00,86
2024-05-09 17:20:00+00:00,84
2024-05-09 17:21:00+00:00,83
2024-05-09 17:22:00+00:00,82
2024-05-09 17:23:00+00:00,83
2024-05-09 17:24:00+00:00,85
2024-05-09 17:25:00+00:00,87
2024-05-09 17:26:00+00:00,88
2024-05-09 17:27:00+00:00,87
2024-05-09 17:28:00+00:00,85
2024-05-09 17:29:00+00:00,85
2024-05-09 17:30:00+00:00,86
2024-05-09 17:31:00+00:00,86
2024-05-09 17:32:00+00:00,86
2024-05-09 17:33:00+00:00,88
2024-05-09 17:34:00+00:00,88
2024-05-09 17:35:00+00:00,89
2024-05-09 17:36:00+00:00,89
2024-05-09 17:37:00+00:00,88
2024-05-09 17:38:00+00:00,87
2024-05-09 17:39:00+00:00,87
2024-05-09 17:40:00+00:00,88
2024-05-09 17:41:00+00:00,90
2024-05-09 17:42:00+00:00,89
2024-05-09 17:43:00+00:00,89
2024-05-09 17:44:00+00:00,88
2024-05-09 17:45:00+00:00,88
2024-05-09 17:46:00+00:00,88
2024-05-09 17:47:00+00:00,88
2024-05-09 17:48:00+00:00,87
2024-05-09 17:49:00+00:00,88
2024-05-09 17:50:00+00:00,88
2024-05-09 17:51:00+00:00,88
2024-05-09 17:52:00+00:00,86
2024-05-09 17:53:00+00:00,85
2024-05-09 17:54:00+00:00,85
2024-05-09 17:55:00+00:00,85
2024-05-09 17:56:00+00:00,84
2024-05-09 17:57:00+00:00,83
2024-05-09 17:58:00+00:00,82
2024-05-09 17:59:00+00:00,82
2024-05-09 18:00:00+00:00,81
2024-05-09 18:01:00+00:00,80
2024-05-09 18:02:00+00:00,80
2024-05-09 18:03:00+00:00,79
2024-05-09 18:04:00+00:00,80
2024-05-09 18:05:00+00:00,80
2024-05-09 18:06:00+00:00,81
2024-05-09 18:07:00+00:00,79
2024-05-09 18:08:00+00:00,80
2024-05-09 18:09:00+00:00,82
2024-05-09 18:10:00+00:00,85
2024-05-09 18:11:00+00:00,83
2024-05-09 18:12:00+00:00,81
2024-05-09 18:13:00+00:00,79
2024-05-09 18:14:00+00:00,77
2024-05-09 18:15:00+00:00,77
2024-05-09 18:16:00+00:00,77
2024-05-09 18:17:00+00:00,75
2024-05-09 18:18:00+00:00,74
2024-05-09 18:19:00+00:00,75
2024-05-09 18:20:00+00:00,72
2024-05-09 18:21:00+00:00,61
2024-05-09 18:22:00+00:00,64
2024-05-09 18:23:00+00:00,79
2024-05-09 18:24:00+00:00,78
2024-05-09 18:25:00+00:00,88
2024-05-09 18:26:00+00:00,96
2024-05-09 18:27:00+00:00,91
2024-05-09 18:28:00+00:00,88
2024-05-09 18:29:00+00:00,90
2024-05-09 18:30:00+00:00,92
2024-05-09 18:31:00+00:00,97
2024-05-09 18:32:00+00:00,101
2024-05-09 18:33:00+00:00,105
2024-05-09 18:34:00+00:00,106
2024-05-09 18:35:00+00:00,104
2024-05-09 18:36:00+00:00,108
2024-05-09 18:37:00+00:00,111
2024-05-09 18:38:00+00:00,113
2024-05-09 18:39:00+00:00,112
2024-05-09 18:40:00+00:00,111
2024-05-09 18:41:00+00:00,111
2024-05-09 18:42:00+00:00,110
2024-05-09 18:43:00+00:00,109
2024-05-09 18:44:00+00:00,106
2024-05-09 18:45:00+00:00,110
2024-05-09 18:46:00+00:00,106
2024-05-09 18:47:00+00:00,106
2024-05-09 18:48:00+00:00,112
2024-05-09 18:49:00+00:00,111
2024-05-09 18:50:00+00:00,120
2024-05-09 18:51:00+00:00,125
2024-05-09 18:52:00+00:00,120
2024-05-09 18:53:00+00:00,114
2024-05-09 18:54:00+00:00,110
2024-05-09 18:55:00+00:00,121
2024-05-09 18:56:00+00:00,130
2024-05-09 18:57:00+00:00,123
2024-05-09 18:58:00+00:00,117
2024-05-09 18:59:00+00:00,122
2024-05-09 19:00:00+00:00,122
2024-05-09 19:01:00+00:00,120
2024-05-09 19:02:00+00:00,122
2024-05-09 19:03:00+00:00,127
2024-05-09 19:04:00+00:00,127
2024-05-09 19:05:00+00:00,123
2024-05-09 19:06:00+00:00,116
2024-05-09 19:07:00+00:00,112
2024-05-09 19:08:00+00:00,104
2024-05-09 19:09:00+00:00,96
2024-05-09 19:10:00+00:00,96
2024-05-09 19:11:00+00:00,94
2024-05-09 19:12:00+00:00,93
2024-05-09 19:13:00+00:00,92
2024-05-09 19:14:00+00:00,95
2024-05-09 19:15:00+00:00,109
2024-05-09 19:16:00+00:00,105
2024-05-09 19:17:00+00:00,93
2024-05-09 19:18:00+00:00,102
2024-05-09 19:19:00+00:00,115
2024-05-09 19:20:00+00:00,123
2024-05-09 19:21:00+00:00,127
2024-05-09 19:22:00+00:00,139
2024-05-09 19:23:00+00:00,153
2024-05-09 19:24:00+00:00,150
2024-05-09 19:25:00+00:00,150
2024-05-09 19:26:00+00:00,176
2024-05-09 19:27:00+00:00,160
2024-05-09 19:28:00+00:00,155
2024-05-09 19:29:00+00:00,199
2024-05-09 19:30:00+00:00,207
2024-05-09 19:31:00+00:00,197
2024-05-09 19:32:00+00:00,202
2024-05-09 19:33:00+00:00,205
2024-05-09 19:34:00+00:00,197
2024-05-09 19:35:00+00:00,195
2024-05-09 19:36:00+00:00,197
2024-05-09 19:37:00+00:00,182
2024-05-09 19:38:00+00:00,170
2024-05-09 19:39:00+00:00,164
2024-05-09 19:40:00+00:00,151
2024-05-09 19:41:00+00:00,149
2024-05-09 19:42:00+00:00,128
2024-05-09 19:43:00+00:00,107
2024-05-09 19:44:00+00:00,101
2024-05-09 19:45:00+00:00,84
2024-05-09 19:46:00+00:00,85
2024-05-09 19:47:00+00:00,91
2024-05-09 19:48:00+00:00,97
2024-05-09 19:49:00+00:00,99
2024-05-09 19:50:00+00:00,103
2024-05-09 19:51:00+00:00,106
2024-05-09 19:52:00+00:00,105
2024-05-09 19:53:00+00:00,114
2024-05-09 19:54:00+00:00,119
2024-05-09 19:55:00+00:00,133
2024-05-09 19:56:00+00:00,180
2024-05-09 19:57:00+00:00,232
2024-05-09 19:58:00+00:00,249
2024-05-09 19:59:00+00:00,255
2024-05-09 20:00:00+00:00,249
2024-05-09 20:01:00+00:00,244
2024-05-09 20:02:00+00:00,220
2024-05-09 20:03:00+00:00,181
2024-05-09 20:04:00+00:00,177
2024-05-09 20:05:00+00:00,187
2024-05-09 20:06:00+00:00,200
2024-05-09 20:07:00+00:00,219
2024-05-09 20:08:00+00:00,245
2024-05-09 20:09:00+00:00,268
2024-05-09 20:10:00+00:00,279
2024-05-09 20:11:00+00:00,285
2024-05-09 20:12:00+00:00,287
2024-05-09 20:13:00+00:00,294
2024-05-09 20:14:00+00:00,282
2024-05-09 20:15:00+00:00,270
2024-05-09 20:16:00+00:00,280
2024-05-09 20:17:00+00:00,289
2024-05-09 20:18:00+00:00,278
2024-05-09 20:19:00+00:00,277
2024-05-09 20:20:00+00:00,269
2024-05-09 20:21:00+00:00,264
2024-05-09 20:22:00+00:00,264
2024-05-09 20:23:00+00:00,243
2024-05-09 20:24:00+00:00,225
2024-05-09 20:25:00+00:00,210
2024-05-09 20:26:00+00:00,208
2024-05-09 20:27:00+00:00,205
2024-05-09 20:28:00+00:00,197
2024-05-09 20:29:00+00:00,189
2024-05-09 20:30:00+00:00,188
2024-05-09 20:31:00+00:00,184
2024-05-09 20:32:00+00:00,183
2024-05-09 20:33:00+00:00,189
2024-05-09 20:34:00+00:00,191
2024-05-09 20:35:00+00:00,189
2024-05-09 20:36:00+00:00,193
2024-05-09 20:37:00+00:00,191
2024-05-09 20:38:00+00:00,188
2024-05-09 20:39:00+00:00,185
2024-05-09 20:40:00+00:00,182
2024-05-09 20:41:00+00:00,176
2024-05-09 20:42:00+00:00,175
2024-05-09 20:43:00+00:00,173
2024-05-09 20:44:00+00:00,171
2024-05-09 20:45:00+00:00,166
2024-05-09 20:46:00+00:00,163
2024-05-09 20:47:00+00:00,157
2024-05-09 20:48:00+00:00,151
2024-05-09 20:49:00+00:00,144
2024-05-09 20:50:00+00:00,140
2024-05-09 20:51:00+00:00,135
2024-05-09 20:52:00+00:00,131
2024-05-09 20:53:00+00:00,129
2024-05-09 20:54:00+00:00,125
2024-05-09 20:55:00+00:00,123
2024-05-09 20:56:00+00:00,118
2024-05-09 20:57:00+00:00,111
2024-05-09 20:58:00+00:00,104
2024-05-09 20:59:00+00:00,100
2024-05-09 21:00:00+00:00,98
2024-05-09 21:01:00+00:00,96
2024-05-09 21:02:00+00:00,95
2024-05-09 21:03:00+00:00,95
2024-05-09 21:04:00+00:00,97
2024-05-09 21:05:00+00:00,99
2024-05-09 21:06:00+00:00,101
2024-05-09 21:07:00+00:00,102
2024-05-09 21:08:00+00:00,100
2024-05-09 21:09:00+00:00,101
2024-05-09 21:10:00+00:00,110
2024-05-09 21:11:00+00:00,116
2024-05-09 21:12:00+00:00,114
2024-05-09 21:13:00+00:00,102
2024-05-09 21:14:00+00:00,89
2024-05-09 21:15:00+00:00,81
2024-05-09 21:16:00+00:00,73
2024-05-09 21:17:00+00:00,73
2024-05-09 21:18:00+00:00,71
2024-05-09 21:19:00+00:00,73
2024-05-09 21:20:00+00:00,75
2024-05-09 21:21:00+00:00,88
2024-05-09 21:22:00+00:00,104
2024-05-09 21:23:00+00:00,113
2024-05-09 21:24:00+00:00,113
2024-05-09 21:25:00+00:00,118
2024-05-09 21:26:00+00:00,121
2024-05-09 21:27:00+00:00,118
2024-05-09 21:28:00+00:00,122
2024-05-09 21:29:00+00:00,121
2024-05-09 21:30:00+00:00,116
2024-05-09 21:31:00+00:00,118
2024-05-09 21:32:00+00:00,114
2024-05-09 21:33:00+00:00,105
2024-05-09 21:34:00+00:00,101
2024-05-09 21:35:00+00:00,97
2024-05-09 21:36:00+00:00,97
2024-05-09 21:37:00+00:00,94
2024-05-09 21:38:00+00:00,89
2024-05-09 21:39:00+00:00,87
2024-05-09 21:40:00+00:00,87
2024-05-09 21:41:00+00:00,90
2024-05-09 21:42:00+00:00,89
2024-05-09 21:43:00+00:00,91
2024-05-09 21:44:00+00:00,91
2024-05-09 21:45:00+00:00,91
2024-05-09 21:46:00+00:00,90
2024-05-09 21:47:00+00:00,95
2024-05-09 21:48:00+00:00,97
2024-05-09 21:49:00+00:00,95
2024-05-09 21:50:00+00:00,95
2024-05-09 21:51:00+00:00,93
2024-05-09 21:52:00+00:00,89
2024-05-09 21:53:00+00:00,89
2024-05-09 21:54:00+00:00,90
2024-05-09 21:55:00+00:00,90
2024-05-09 21:56:00+00:00,87
2024-05-09 21:57:00+00:00,88
2024-05-09 21:58:00+00:00,88
2024-05-09 21:59:00+00:00,87
2024-05-09 22:00:00+00:00,85
2024-05-09 22:01:00+00:00,91
2024-05-09 22:02:00+00:00,92
2024-05-09 22:03:00+00:00,82
2024-05-09 22:04:00+00:00,83
2024-05-09 22:05:00+00:00,80
2024-05-09 22:06:00+00:00,78
2024-05-09 22:07:00+00:00,78
2024-05-09 22:08:00+00:00,77
2024-05-09 22:09:00+00:00,67
2024-05-09 22:10:00+00:00,59
2024-05-09 22:11:00+00:00,60
2024-05-09 22:12:00+00:00,60
2024-05-09 22:13:00+00:00,63
2024-05-09 22:14:00+00:00,65
2024-05-09 22:15:00+00:00,63
2024-05-09 22:16:00+00:00,63
2024-05-09 22:17:00+00:00,63
2024-05-09 22:18:00+00:00,63
2024-05-09 22:19:00+00:00,61
2024-05-09 22:20:00+00:00,60
2024-05-09 22:21:00+00:00,57
2024-05-09 22:22:00+00:00,55
2024-05-09 22:23:00+00:00,53
2024-05-09 22:24:00+00:00,53
2024-05-09 22:25:00+00:00,53
2024-05-09 22:26:00+00:00,52
2024-05-09 22:27:00+00:00,51
2024-05-09 22:28:00+00:00,54
2024-05-09 22:29:00+00:00,56
2024-05-09 22:30:00+00:00,58
2024-05-09 22:31:00+00:00,59
2024-05-09 22:32:00+00:00,58
2024-05-09 22:33:00+00:00,60
2024-05-09 22:34:00+00:00,65
2024-05-09 22:35:00+00:00,68
2024-05-09 22:36:00+00:00,68
2024-05-09 22:37:00+00:00,67
2024-05-09 22:38:00+00:00,69
2024-05-09 22:39:00+00:00,71
2024-05-09 22:40:00+00:00,71
2024-05-09 22:41:00+00:00,66
2024-05-09 22:42:00+00:00,61
2024-05-09 22:43:00+00:00,56
2024-05-09 22:44:00+00:00,54
2024-05-09 22:45:00+00:00,58
2024-05-09 22:46:00+00:00,64
2024-05-09 22:47:00+00:00,67
2024-05-09 22:48:00+00:00,70
2024-05-09 22:49:00+00:00,75
2024-05-09 22:50:00+00:00,79
2024-05-09 22:51:00+00:00,79
2024-05-09 22:52:00+00:00,79
